UniqueID,3_S3_R1,3-Pur_S17_R1,3_S3_R2,3-Pur_S17_R2,2_S2_R1,2_S2_R2,2-Pur_S16_R1,2-Pur_S16_R2,Undetermined_S0_R2,Undetermined_S0_R1,4_S4_R1,4-Pur_S18_R1,4_S4_R2,4-Pur_S18_R2,60-Pur_S26_R1,60-Pur_S26_R2,60_S12_R1,60_S12_R2,56_S11_R1,56_S11_R2,56-Pur_S25_R1,56-Pur_S25_R2,62-Pur_S27_R2,62-Pur_S27_R1,62_S13_R1,62_S13_R2,1_S1_R2,1_S1_R1,1-Pur_S15_R1,1-Pur_S15_R2,44_S8_R1,44_S8_R2,44-Pur_S22_R1,44-Pur_S22_R2,24-Pur_S20_R1,24_S6_R1,24_S6_R2,24-Pur_S20_R2,14-Pur_S19_R2,14-Pur_S19_R1,14_S5_R2,14_S5_R1,34-Pur_S21_R2,34-Pur_S21_R1,34_S7_R2,34_S7_R1,52_S10_R2,52_S10_R1,52-Pur_S24_R2,52-Pur_S24_R1,48_S9_R2,48_S9_R1,48-Pur_S23_R2,48-Pur_S23_R1,Ctl_S14_R1,Ctl_S14_R2,Ctl-Pur_S28_R1,Ctl-Pur_S28_R2
441894:Struthio camelus australis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,514,395,442,0,0,0,0,0,0,0,0,0,0,0,0
451864:Dikarya,0,0,0,0,20,38,12,16,0,0,0,0,0,20,0,0,0,0,182,191,132,108,0,0,0,0,0,0,0,0,0,0,0,0,229,280,261,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,3,10,0,2
1502:Clostridium perfringens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,82,36,41,0,0,0,0,75,126,102,66,126,141,87,67,0,0,0,0,0,0,0,0,65,53,46,58,54,62,55,55,68,68,68,84,0,0,0,0,0,0,0,0
715989:sordariomyceta,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,512,440,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710785:uncultured Rhodobacterales bacterium HF4000_03E16,0,0,0,0,0,0,0,0,0,0,31,24,54,19,268,255,225,159,32,20,35,31,0,45,27,27,0,0,0,0,104,90,67,56,47,61,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641107:Clostridium sp. DL-VIII,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,431,213,153,36,26,27,24,0,0,0,0,0,0,0,0,50,62,52,47,45,0,56,49,0,41,33,37,0,0,0,0,0,0,0,0
591001:Acidaminococcus fermentans DSM 20731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,136,127,90,138,135,132,142,71,100,80,95,73,94,58,100,0,45,0,0,0,0,0,0
1491:Clostridium botulinum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,53,43,32,0,0,0,0,114,96,100,105,95,107,125,115,75,84,78,95,89,92,69,53,1,0,0,0
573413:Spirochaeta smaragdinae DSM 11293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,173,141,114,145,157,143,139,60,91,71,84,38,44,48,44,0,0,0,0,0,0,0,0
2303:Thermoplasma acidophilum,0,0,0,0,0,0,0,0,0,0,87,54,81,47,0,0,0,0,22,34,41,29,53,60,34,24,0,0,0,0,365,378,171,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999541:Burkholderia gladioli BSR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,269,152,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1231336:Lactobacillus shenzhenensis LY-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,492,314,271,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,47,0,45,0,0,0,0,0,0,0,0
771875:Fervidobacterium pennivorans DSM 9078,0,0,0,0,0,0,0,0,0,0,97,62,76,57,128,116,79,97,136,146,111,112,0,0,0,0,17,21,10,18,83,104,46,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,30,0,0,0,0
457390:Bacteroides sp. 3_1_23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,370,362,418,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
213468:Syntrophaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,452,277,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747089:Rhizophagus irregularis DAOM 181602,0,0,0,25,22,47,14,18,0,0,21,0,0,0,57,69,25,42,90,106,84,89,0,0,0,0,0,0,0,0,289,299,147,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
710732:uncultured Acidobacteriales bacterium HF0200_23L05,0,0,0,0,0,0,0,0,0,0,24,0,0,0,176,181,124,134,38,44,49,48,101,117,90,65,0,0,0,0,125,132,70,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452863:Arthrobacter chlorophenolicus A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,470,406,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121224:Pediculus humanus corporis,120,109,78,85,278,296,132,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,0,76,101,89,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
657318:Eubacterium rectale DSM 17629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,337,232,175,0,0,0,0,0,0,0,0,61,68,64,64,61,58,98,84,0,0,0,0,0,0,0,0,0,0,0,0
657315:Roseburia intestinalis M50/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,200,124,109,92,78,49,38,0,0,0,0,58,0,74,58,93,101,98,112,36,39,0,35,0,0,0,0,0,0,0,0
3398:Magnoliophyta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,142,104,114,168,209,198,145,0,0,52,49,57,52,65,59,0,0,0,0,0,0,0,0,0,0,0,0
32524:Amniota,176,186,182,187,259,274,111,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,27,6,4
1295009:Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1,110,100,134,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,187,172,190,57,64,55,68,75,56,0,0,0,0,0,0,0,0,0,0
33090:Viridiplantae,0,0,0,0,66,67,17,21,0,0,99,59,67,66,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,346,324,214,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"565658:Enterococcus faecium 1,231,501",0,0,0,0,526,546,245,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999809:Sporisorium reilianum SRZ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,718,415,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565652:Enterococcus casseliflavus EC30,0,0,0,0,498,517,266,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3700:Brassicaceae,132,101,111,76,399,392,171,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128398:[Clostridium] acidurici 9a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,107,50,52,0,0,0,0,0,0,0,0,0,0,0,0,61,81,64,68,99,149,169,187,48,68,65,50,37,58,0,34,0,0,0,0
712:Pasteurellaceae,0,0,0,24,0,0,0,0,0,0,0,0,0,0,340,274,157,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,127,106,119,37,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0
72004:Bos mutus,219,201,201,196,171,154,146,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,3,0,0,2
68336:Bacteroidetes/Chlorobi group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,98,43,59,16,20,15,0,0,0,0,0,0,0,0,0,98,104,104,135,82,95,93,103,52,43,43,51,44,51,28,29,0,0,0,0
1343839:uncultured bacterium 125003-E23,50,68,47,74,0,0,0,0,0,0,145,91,152,112,123,163,58,71,52,51,35,24,0,0,0,0,0,0,0,0,56,58,27,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439495:Pseudovibrio sp. JE062,71,57,65,53,0,0,0,0,0,0,160,104,161,114,0,0,0,21,50,56,29,53,46,53,46,37,43,37,26,32,61,51,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360115:Coxiella burnetii RSA 331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,83,91,91,81,73,53,53,74,72,65,51,135,145,103,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,31,37,0,0,0,0
29465:Veillonella,37,36,32,23,14,15,3,5,0,0,42,30,35,32,0,0,0,0,0,0,0,0,0,0,0,0,200,243,129,99,0,0,0,0,0,0,0,0,51,60,67,66,51,42,47,53,0,0,0,0,0,52,0,0,0,0,0,4
350688:Alkaliphilus oremlandii OhILAs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,99,83,103,82,104,97,126,143,136,127,120,53,50,30,33,0,0,0,0
613:Serratia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,632,84,92
3814:Papilionoideae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,214,188,181,0,0,0,0,0,0,0,0,0,0,0,0,202,207,118,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
697281:Mahella australiensis 50-1 BON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,77,47,49,0,0,0,0,0,0,0,0,0,0,0,0,96,105,79,98,105,89,121,127,74,72,54,69,43,51,0,30,0,0,0,0
1663:Arthrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,261,312,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
911045:Pseudovibrio sp. FO-BEG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,414,365,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1385930:Burkholderia dolosa PC543,0,0,0,0,12,0,8,11,0,82,0,0,0,0,0,0,0,0,0,0,293,0,0,0,183,0,0,421,9,20,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,194,0,0,0,0,0,0,0,0,4,12,2,0
5800:Eimeria,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,90,74,105,195,218,157,161,50,43,45,40,42,0,25,31,2,2,0,0
7230:Drosophila mojavensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,427,312,232,0,0,0,0,0,0,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
379:Rhizobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,240,450,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386415:Clostridium novyi NT,0,0,0,0,36,38,18,14,0,0,28,33,45,38,128,143,72,84,82,84,53,61,70,53,52,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,51,39,52,0,0,0,0,0,0,0,29,0,0,1,0
269800:Thermobifida fusca YX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,294,397,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531429:Coriobacteriaceae bacterium 68-1-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,169,127,93,112,138,88,118,69,100,91,78,34,0,0,36,0,0,0,0,0,0,0,0
1461583:Lysinibacillus sp. 13S34_air,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20,89,85,58,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,115,126,128,155,197,98,105,0,0,0,0
80865:Delftia,0,0,0,0,0,0,0,0,0,0,255,195,256,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232,213,23,27
1076934:Streptococcus lutetiensis 033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,68,30,36,0,0,0,0,16,16,11,14,257,265,166,174,0,0,0,0,0,0,0,0,42,60,71,64,0,0,0,0,0,0,0,0,0,0,0,0
698758:Amphibacillus xylanus NBRC 15112,0,0,0,0,0,0,0,0,0,0,27,29,0,16,218,198,100,63,0,15,33,22,152,205,78,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,34,37,0,0,0,0,0,0,0,0,0
687861:Bartonella schoenbuchensis R1,0,0,0,0,0,0,0,0,0,0,334,218,331,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50,53,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,1,0
537937:Bifidobacterium longum subsp. infantis CCUG 52486,40,53,44,58,0,0,0,0,0,0,99,67,87,71,0,0,0,0,24,24,0,16,0,0,0,0,0,0,0,0,108,135,58,71,79,99,104,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1511:[Clostridium] sticklandii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32,40,39,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,95,90,68,87,92,122,89,92,58,52,68,63,46,60,28,32,0,0,0,0
710819:uncultured beta proteobacterium HF0130_04F21,0,0,25,26,0,0,0,0,0,0,357,265,365,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
455066:uncultured planctomycete 3FN,128,109,87,118,134,143,65,83,0,0,23,17,30,20,0,0,0,23,37,51,26,21,0,0,0,0,50,73,28,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320371:Burkholderia pseudomallei 1710a,0,0,0,0,0,0,0,0,0,0,97,100,109,85,92,82,77,78,35,43,54,45,0,0,0,0,0,0,0,0,130,122,76,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870187:Thiothrix nivea DSM 5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,455,250,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34305:Lotus japonicus,0,0,0,0,0,0,0,0,0,0,405,270,376,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
204536:Sulfurihydrogenibium azorense Az-Fu1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,118,85,75,140,116,104,100,98,87,56,60,0,0,0,0,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0
335541:Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,132,89,94,0,0,0,0,0,0,0,0,0,0,0,0,56,71,70,60,51,62,61,78,87,118,52,56,0,0,0,27,0,0,0,0
1412551:Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121753,324,236,314,238,0,0,0,0,0,0,46,29,39,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415775:Clostridium baratii str. Sullivan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,224,108,92,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,53,53,43,61,56,45,54,45,46,69,26,33,0,0,1,0
1429044:Vibrio parahaemolyticus UCM-V493,369,235,270,175,0,0,0,0,0,0,62,30,57,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243160:Burkholderia mallei ATCC 23344,40,39,57,52,0,0,0,0,0,0,68,40,53,50,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,226,200,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572544:Ilyobacter polytropus DSM 2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,18,32,0,0,0,0,0,0,0,0,0,49,46,52,44,53,59,58,80,93,81,84,107,156,75,101,0,0,0,0
1343841:uncultured bacterium 405006-B04,43,37,80,38,0,0,0,0,0,0,127,84,105,71,166,105,81,58,48,49,22,37,0,0,0,0,0,0,0,0,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391615:gamma proteobacterium HTCC5015,0,0,0,0,0,0,0,0,0,0,101,80,106,79,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,274,268,151,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44000:Caldicellulosiruptor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,77,85,72,43,73,54,55,116,123,111,137,60,57,37,30,0,0,0,0
340:Xanthomonas campestris pv. campestris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,339,298,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710992:uncultured Sphingobacterium sp. EB080_L08E11,0,0,0,0,0,0,0,0,0,0,53,42,45,37,325,271,237,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880072:Desulfobacca acetoxidans DSM 11109,0,0,0,0,0,0,0,0,0,0,119,84,121,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,259,195,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81850:Leuconostocaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,455,341,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913028:Yersinia enterocolitica W22703,262,224,278,188,0,0,0,0,0,0,69,56,78,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0
334413:Finegoldia magna ATCC 29328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,83,52,79,92,87,84,116,58,72,50,73,55,103,48,55,0,0,0,0
506:Alcaligenaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,46,0,0,0,0,0,0,0,0,0,247,270,271,318,0,0,0,0,0,0,0,0
324057:Paenibacillus sp. JDR-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,291,124,127,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,47,0,0,0,0,51,44,55,55,41,0,0,0,0,0,0,0
546269:Filifactor alocis ATCC 35896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,100,72,78,110,148,120,133,74,81,58,61,0,49,0,0,0,0,0,0
28132:Prevotella melaninogenica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,28,0,23,25,15,15,0,0,0,0,0,0,0,0,117,136,126,118,59,61,69,71,57,56,48,41,0,0,28,0,0,0,0,0
51314:Eimeria brunetti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,47,55,77,79,79,72,64,115,144,110,106,51,0,37,40,0,0,0,0,2,3,1,1
137:Spirochaetaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,200,202,203,76,96,82,80,0,0,0,0,0,0,0,0,0,0,0,0
841:Roseburia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,25,61,52,42,50,0,0,0,0,55,60,49,41,78,90,66,82,42,65,44,50,0,0,35,39,0,50,0,0,0,0,0,0
85433:Hymenolepis microstoma,30,27,38,28,58,45,16,15,0,0,0,0,0,0,311,263,157,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
28173:Vibrio nigripulchritudo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,212,140,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931276:Clostridium saccharoperbutylacetonicum N1-4(HMT),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,97,67,67,0,0,0,0,0,0,39,0,0,0,0,0,0,59,50,63,57,62,61,68,66,44,42,35,42,44,26,36,0,0,0,0
412133:Trichomonas vaginalis G3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,26,22,0,0,0,0,0,0,0,0,185,176,167,183,0,0,37,41,37,58,0,36,0,0,34,29,0,0,0,0
294:Pseudomonas fluorescens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,335,246,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50452:Arabis alpina,51,35,38,46,206,195,87,71,0,0,22,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,57,39,50,0,50,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,2
33990:Rickettsia bellii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,341,219,258,0,0,0,0
723556:uncultured myxobacterium HF0200_01L06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,249,129,166,77,87,82,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743721:Pseudoxanthomonas suwonensis 11-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,306,222,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86473:uncultured gamma proteobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,208,147,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
179676:Culicoides sonorensis,0,0,0,0,0,0,0,0,0,0,304,265,284,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573370:Desulfovibrio magneticus RS-1,0,0,0,0,0,0,0,0,0,0,54,44,74,39,43,42,22,34,117,99,116,105,0,0,0,0,21,0,0,21,77,80,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
1136179:Rhodococcus erythropolis CCM2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,165,394,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29521:Brachyspira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,49,0,61,0,58,58,44,42,52,46,54,152,162,98,116,0,0,0,0
718255:Roseburia intestinalis XB6B4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,111,65,36,0,0,0,0,0,0,0,0,72,77,69,73,69,97,71,93,0,35,40,38,0,0,0,0,0,0,0,0
